user_id,contract,most_search_t6,count_t6,category_t6,most_search_t7,count_t7,category_t7,keyword_changed_flag,category_shift_flag,category_transition,most_watch_type,taste_profile,activity_level,active_days,total_giai_tri,total_phim_truyen,total_the_thao,total_thieu_nhi,total_truyen_hinh
49928594,,fairy tail,21,Anime,chú thuật hồi chiến,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
49939759,,pinochio,9,Phim Hàn Quốc,yeu,3,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
49944177,,law school,2,Khác,kẻ cắp mặt trăng,2,Phim hoạt hình,Yes,Changed,Khác -> Phim hoạt hình,,,,,,,,,
49951907,,one piece,3,phim : Anime,minions,2,Phim hoạt hình,Yes,Changed,phim : Anime -> Phim hoạt hình,,,,,,,,,
49954096,,penthouse,3,Phim Hàn Quốc,sao băng,30,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
49970378,,nàng bạch tuyết và bảy chú lùn,17,Phim hoạt hình,lucy,12,Phim chiếu rạp / Hành động,Yes,Changed,Phim hoạt hình -> Phim chiếu rạp / Hành động,,,,,,,,,
49976728,,thiên nga bóng đêm,3,Phim Hàn Quốc,thư ký kim sao thế,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
49980175,,luu l,10,Khác,luu l,18,Khác,No,Unchanged,Unchanged,,,,,,,,,
49989513,,cô nàng xinh đẹp,2,Phim Hàn Quốc,vi s,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
49991269,,chuyển sinh thành slime,2,Anime,thiên tài lang băm,2,Phim Hàn Quốc,Yes,Changed,Anime -> Phim Hàn Quốc,,,,,,,,,
5105490,,đứng lại hoa tiểu thư,4,Khác,thanh xuân tu tảo vi,10,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
5228155,,choc tuc vo yeu phan 2,2,Khác,u19 lào đông timor,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
5252680,,thế giới khủng long,2,Phim chiếu rạp,bán đảo peninsula,2,Khác,Yes,Changed,Phim chiếu rạp -> Khác,,,,,,,,,
5302330,,prime provider,2,Khác,hai thế giới,3,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
5309663,,cuộc chiến thượng lưu,2,Phim Hàn Quốc,penthouse 3,13,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
5313165,,true,6,Khác,youth of may,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
5393055,,30 chưa phải là hết,4,Phim Trung Quốc,mong hoa luc,2,Phim ảnh,Yes,Changed,Phim Trung Quốc -> Phim ảnh,,,,,,,,,
5419864,,cảnh đẹp ngày vui biết bao giờ,2,Phim Trung Quốc,tú bà cuối cùng s1,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
5517949,,the avengers,2,Phim chiếu rạp / Siêu anh hùng,kẻ trộm mặt trăng minions,3,minions : Phim hoạt hình,Yes,Changed,Phim chiếu rạp / Siêu anh hùng -> minions : Phim hoạt hình,,,,,,,,,
563930,,muốn gặp anh,2,Khác,gia tài bất đắc dĩ,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
5679642,,vùng đất quỷ dữ,2,Khác,mặt trăng ôm mặt trời,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
5692958,,bắt ma phá án,2,Phim Hàn Quốc,hoàn hồn,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
5800505,,siêu nhân,2,Phim hoạt hình,siêu nhân,2,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
5886999,,mouse,2,Phim Hàn Quốc,vẻ đẹp đích thực,4,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
5954629,,cho cuu,2,Khác,nguoi phan xu,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
718237,,thiên nga bóng đêm,5,Phim Hàn Quốc,thiên nga bóng đêm eve,3,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
718789,,baby shark,6,Âm nhạc thiếu nhi,baby shark doo doo,8,Âm nhạc thiếu nhi,Yes,Unchanged,Unchanged,,,,,,,,,
7483653,,oddbods season 1,13,Khác,siêu nhân thần kiếm và biệt đội siêu nhân cơ động,9,Phim hoạt hình,Yes,Changed,Khác -> Phim hoạt hình,,,,,,,,,
7512553,,naruto,2,Anime,boruto,2,naruto the movie : Anime,Yes,Changed,Anime -> naruto the movie : Anime,,,,,,,,,
7515400,,nhu y,2,Khác,ca m,5,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
7576016,,sixth sense,2,Khác,eve,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
7929692,,jujutsu kaisen,2,Anime,attack on titan final season,3,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
809587,,bắt ma phá án tập 1,5,Phim Hàn Quốc,truy tìm kẻ sát nhân 2,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
8102932,,boruto,2,naruto the movie : Anime,bleach,5,Anime,Yes,Changed,naruto the movie : Anime -> Anime,,,,,,,,,
8151261,,may h,4,Khác,true,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
8580648,,kênh truyền hình todaytv,15,Khác,kênh truyền hình todaytv,4,Khác,No,Unchanged,Unchanged,,,,,,,,,
8915297,,read,5,Khác,black wate,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
8962813,,mở võ thuật,2,Khác,hát mãi ước mơ,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
90124126,,cổ tay áo màu đỏ,2,Phim Hàn Quốc,ca m,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
90154810,,titanic,4,Anime,doraemon,3,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
90165452,,nhật ký ma cà rồng phần 1,5,Tâm linh,cuộc chiến thượng lưu 2,2,Phim Hàn Quốc,Yes,Changed,Tâm linh -> Phim Hàn Quốc,,,,,,,,,
90170863,,mình vật nhau đi,2,Khác,thước vải ma mị,2,Phim Thái Lan,Yes,Changed,Khác -> Phim Thái Lan,,,,,,,,,
90258608,,baby shark,2,Âm nhạc thiếu nhi,baby shark,3,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
90401516,,bắt ma phá án,2,Phim Hàn Quốc,đối tác đa,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
90413343,,em se khong de anh co don,2,Khác,cuoc,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
90452257,,bilibili,4,Khác,doraemon,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
90536717,,produce,3,Chương trình Hàn Quốc,reply 1988,2,Phim Hàn Quốc,Yes,Changed,Chương trình Hàn Quốc -> Phim Hàn Quốc,,,,,,,,,
90615938,,nỗi vương vấn của hạ tiên sinh,3,Phim Trung Quốc,cá mực hầm mật,3,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
90879299,,hội pháp sư,12,Anime,hội pháp sư,15,Anime,No,Unchanged,Unchanged,,,,,,,,,
90993815,,anohana,3,Khác,spy x family,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
91057005,,ong co tao,2,Khác,robot trai cay,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
91062243,,chàng trai năm ấy tôi từng nhớ,2,Khác,true beauty,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
91089336,,rồi tới luôn nal mv audio lyric official,8,Khác,lối nhỏ vào đời tập 16,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
91111752,,huong ma,2,Tâm linh,bi mat noi goc toi,2,Khác,Yes,Changed,Tâm linh -> Khác,,,,,,,,,
91111914,,thu thac,5,Khác,thu thac,6,Khác,No,Unchanged,Unchanged,,,,,,,,,
91215292,,hậu cung như ý truyện,3,Phim Trung Quốc,canh de,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
91218500,,vuong nhat bac,2,Khác,thai tu khon,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
91263342,,atta,5,Khác,hentai,4,Nhạy cảm,Yes,Changed,Khác -> Nhạy cảm,,,,,,,,,
91360856,,bí kíp luyện rồng,2,Khác,taxi em tên gì,2,Phim Việt Nam,Yes,Changed,Khác -> Phim Việt Nam,,,,,,,,,
91469866,,thanh xuân vật vã,2,Phim Hàn Quốc,cô nàng mạnh mẽ,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
91524984,,fairy tail,3,Anime,sao,3,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
91634810,,yêu tinh,2,Phim Hàn Quốc,tư đằng,2,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
91724543,,yêu trong đau thương,2,Khác,sứ mệnh và con tim,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
91727700,,vân tịch truyện,2,Phim Trung Quốc,ly nhân tâm thượng,2,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
91783775,,đại mà vương anos,2,Tâm linh,black clover,2,Anime,Yes,Changed,Tâm linh -> Anime,,,,,,,,,
91801581,,cuộc chiến,2,Khác,hậu duệ mặt trời,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
91999427,,cô nàng đầu bếp của tôi,2,Phim Thái Lan,về nhà đi conphim,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
91999727,,nar,2,Khác,2 x family,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
92013809,,huyền thoại biển xanh,2,Phim Hàn Quốc,khu vườn bí mật,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
92041897,,yêu nhầm chị dâu,4,Phim Thái Lan,gửi thời thanh xuân ngây thơ tươi đẹp,4,Phim Trung Quốc,Yes,Changed,Phim Thái Lan -> Phim Trung Quốc,,,,,,,,,
92061930,,vô tình nhặt được tổng tài,2,Phim Trung Quốc,bạn gái 99 điểm,3,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
92134319,,giải cứu nhà trắng,5,Khác,100 người thử nghiệm phần 5,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
92176064,,huyền thoại biển xanh,2,Phim Hàn Quốc,định mệnh anh yêu em,2,Phim Đài Loan,Yes,Changed,Phim Hàn Quốc -> Phim Đài Loan,,,,,,,,,
92197860,,mắt xích hận thù,2,Phim Thái Lan,minh châu rực rỡ,4,Phim Thái Lan,Yes,Unchanged,Unchanged,,,,,,,,,
92252267,,cùng em bay lượn theo gió,2,Phim Trung Quốc,tôi độc thân dựa vào thực lực,3,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
92471430,,doubutsu sentai zyuohger,17,Khác,doubutsu sentai zyuohger,16,Khác,No,Unchanged,Unchanged,,,,,,,,,
92481088,,penthouse,22,Phim Hàn Quốc,penthouse,22,Phim Hàn Quốc,No,Unchanged,Unchanged,,,,,,,,,
92493092,,giữa thanh xuân,2,Phim Trung Quốc,bắt ma,2,Tâm linh,Yes,Changed,Phim Trung Quốc -> Tâm linh,,,,,,,,,
92509664,,say nắng,2,Khác,sao băng,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
92795915,,penthouse 2,5,Phim Hàn Quốc,cá mực hầm mật,5,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
92797590,,những người thừa kế,2,Phim Hàn Quốc,cuộc chiến thượng lưu,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
92871925,,nhật ký thường ngày của tiên vương,2,Phim hoạt hình 3D Trung Quốc,slime,2,Khác,Yes,Changed,Phim hoạt hình 3D Trung Quốc -> Khác,,,,,,,,,
92933541,,cổ tay áo màu đỏ,2,Phim Hàn Quốc,nữ nhi nhà họ kiều,2,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
92952317,,khach san m,2,Khác,ket n,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
93018335,,pucca season 1,6,Khác,pucc,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
93026571,,cảnh đẹp ngày vui biết bao giờ,2,Phim Trung Quốc,mật danh iris,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
93048674,,tìm kiếm bằng giọng nói,2,Tìm kiếm chung / Chức năng,tìm kiếm bằng giọng nói,2,Tìm kiếm chung / Chức năng,No,Unchanged,Unchanged,,,,,,,,,
93077522,,thiếu nhi,15,Tìm kiếm chung,thiếu nhi,2,Tìm kiếm chung,No,Unchanged,Unchanged,,,,,,,,,
93194783,,nabi tôi sẽ không yêu em,3,Phim Thái Lan,oan gia dấu yêu,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
93225120,,phim hài hước hoai linh,3,Khác,maika,14,Phim Việt Nam,Yes,Changed,Khác -> Phim Việt Nam,,,,,,,,,
93313126,,siêu nhân,2,Phim hoạt hình,quỷ dữ,3,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
93357049,,barbie vùng đất của những ước mơ,2,Khác,thâm kế độc tình,2,Phim Thái Lan,Yes,Changed,Khác -> Phim Thái Lan,,,,,,,,,
93381398,,swor,2,Khác,kimetsu no yaiba,2,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
93485435,,bai ca con vit,2,Âm nhạc,thanh thanh tử khâm,2,Phim Trung Quốc,Yes,Changed,Âm nhạc -> Phim Trung Quốc,,,,,,,,,
93760567,,cá mực hầm mật,2,Phim Trung Quốc,ly nhân tâm thượng,8,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
93765265,,thử thách thần chết giữa hai thế giới,4,giữa hai thế giới : Phim chiếu rạp / Giả tưởng,why her,2,Phim Hàn Quốc,Yes,Changed,giữa hai thế giới : Phim chiếu rạp / Giả tưởng -> Phim Hàn Quốc,,,,,,,,,
93823606,,lưỡi gươm diệt quỷ,2,Anime,thế giới hôn nhân,2,Phim Hàn Quốc,Yes,Changed,Anime -> Phim Hàn Quốc,,,,,,,,,
93959850,,đấu trường âm nhạc,2,Chương trình truyền hình,đấu trường âm nhạc,2,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
93972029,,acanhaccmaqq,4,Khác,nhất kiến khuynh tâm,4,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
94046862,,eat love kill,2,Khác,thực tập sinh,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
94102336,,cô nàng trong trắng oh woo ri,3,Phim Hàn Quốc,mien b,3,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
94113010,,lễ tân hôn quốc cường anh thư,4,Khác,ca cổ,4,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
94160067,,one piece,3,phim : Anime,masha,3,Khác,Yes,Changed,phim : Anime -> Khác,,,,,,,,,
94355096,,vô tình nhặt được tổng tài,3,Phim Trung Quốc,khu vườn bí mật,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
94375527,,penthouse 2,2,Phim Hàn Quốc,phim kinh dị,2,Thể loại phim,Yes,Changed,Phim Hàn Quốc -> Thể loại phim,,,,,,,,,
94384367,,phim yêu nhầm chị dâu,2,Phim Thái Lan,yêu nhầm chị dâu,4,Phim Thái Lan,Yes,Unchanged,Unchanged,,,,,,,,,
94420887,,lưỡi gươm diệt quỷ,3,Anime,tokyo ghoul re,2,re : Anime,Yes,Changed,Anime -> re : Anime,,,,,,,,,
94522734,,thính tuyết lâu,2,Phim Trung Quốc,pháp sư mù,3,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
94742663,,gumiho,4,Khác,thanh thanh tử khâm,3,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
94750592,,bleach,2,Anime,bleach,3,Anime,No,Unchanged,Unchanged,,,,,,,,,
94912210,,những người thừa kế,2,Phim Hàn Quốc,ngôi sao khoai tây,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
94963661,,kim tae ri,2,Khác,why her,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
95131411,,con heo đất,4,Âm nhạc thiếu nhi,vui bé,2,Khác,Yes,Changed,Âm nhạc thiếu nhi -> Khác,,,,,,,,,
95141898,,doraemon,2,Anime,onepiece,3,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
95175992,,yêu em từ cái nhìn đầu tiên,2,Phim Trung Quốc,chiêu diêu,5,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
95295890,,hội pháp sư,5,Anime,cá mực hầm mật,5,Phim Trung Quốc,Yes,Changed,Anime -> Phim Trung Quốc,,,,,,,,,
95320190,,kết hôn rồi bắt đầu yêu,2,Phim Trung Quốc,những tháng năm rực rỡ,2,Khác,Yes,Changed,Phim Trung Quốc -> Khác,,,,,,,,,
95522631,,bạn trai tôi là hồ ly,2,Phim Hàn Quốc,true beauty,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
95679670,,trợ lý thiên vương,9,Khác,quý ông hoàn hảo và cô nàng tạm được,8,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
9569884,,búp bê barbie,3,Khác,vtv1,9,Kênh truyền hình,Yes,Changed,Khác -> Kênh truyền hình,,,,,,,,,
95822307,,tương cách,2,Khác,insider,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
95887131,,khách sạn ma quái,4,Phim Hàn Quốc,khách sạn ma quái,3,Phim Hàn Quốc,No,Unchanged,Unchanged,,,,,,,,,
95906698,,conan movie 14,2,Anime,sakura thủ lĩnh thẻ bài trong suot,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
95960229,,cảnh đẹp ngày vui biết bao giờ,5,Phim Trung Quốc,cảnh đẹp ngày vui biết bao giờ,6,Phim Trung Quốc,No,Unchanged,Unchanged,,,,,,,,,
9605661,,tình một đêm,2,Khác,hãy là gia đình trong mơ của tôi,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96076653,,begin again,2,Khác,kill,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96282412,,thử thách thần tượng running man,3,Chương trình truyền hình,thử thách thần chết giữa hai thế giới,3,giữa hai thế giới : Phim chiếu rạp / Giả tưởng,Yes,Changed,Chương trình truyền hình -> giữa hai thế giới : Phim chiếu rạp / Giả tưởng,,,,,,,,,
96284151,,vanquantuantranh,8,Khác,hậu duệ mặt trời,2,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
96365679,,shooting stars,2,Phim Hàn Quốc,anh không thích thế giới này anh chỉ thích em,2,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
96568727,,huyền thoại biển xanh,4,Phim Hàn Quốc,người thầy y đức,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
96593819,,running man,4,Chương trình truyền hình,running man,4,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
96618400,,kimetsu no yaiba,4,Anime,kimetsu no yaiba,3,Anime,No,Unchanged,Unchanged,,,,,,,,,
96619477,,siêu nhân,2,Phim hoạt hình,siêu nhân,4,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
9662334,,dập tắt lửa lòng,3,Khác,đường lên đỉnh olympia,3,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
96678901,,truyen gia,2,Khác,pháp y tần minh người đọc tâm,4,người đọc tâm : Phim Trung Quốc,Yes,Changed,Khác -> người đọc tâm : Phim Trung Quốc,,,,,,,,,
96872423,,cảnh đẹp ngày vui biết bao giờ,2,Phim Trung Quốc,cô vợ bắt buộc,2,Phim Thái Lan,Yes,Changed,Phim Trung Quốc -> Phim Thái Lan,,,,,,,,,
96900877,,biệt đội siêu anh hùng,2,Phim chiếu rạp / Siêu anh hùng,thien ng,2,Khác,Yes,Changed,Phim chiếu rạp / Siêu anh hùng -> Khác,,,,,,,,,
96935948,,kênh vtv1,4,Kênh truyền hình,kênh vtv1,11,Kênh truyền hình,No,Unchanged,Unchanged,,,,,,,,,
96965563,,hua jai sila,4,Khác,mặt trăng ôm mặt trời,8,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
97074753,,frozen,2,Phim hoạt hình,canh de,2,Khác,Yes,Changed,Phim hoạt hình -> Khác,,,,,,,,,
9726722,,một con vịt,8,Âm nhạc thiếu nhi,một con vịt,2,Âm nhạc thiếu nhi,No,Unchanged,Unchanged,,,,,,,,,
97289395,,mộng hoa lục,2,Phim ảnh,thâm kế độc tình,2,Phim Thái Lan,Yes,Changed,Phim ảnh -> Phim Thái Lan,,,,,,,,,
97337639,,boku no hero academia season 3,9,Anime,one punch man,6,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
97393392,,venom đối mặt tử thù,2,Khác,củng lợi,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97400600,,người thầy y đức,2,Phim Hàn Quốc,phim bạch phát vương phi,4,Phim Trung Quốc,Yes,Changed,Phim Hàn Quốc -> Phim Trung Quốc,,,,,,,,,
97496162,,overlord iii,2,Anime,overlord iv,2,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
97529816,,nhiệt huyết thần tượng,3,Khác,gia đình luka phần 1,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97581274,,lời nói dối chân thật,3,Khác,al,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97621031,,running man,3,Chương trình truyền hình,running man,2,Chương trình truyền hình,No,Unchanged,Unchanged,,,,,,,,,
97676597,,chang h,2,Khác,chang ha,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97697151,,ca m,4,Khác,nhat d,6,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97706659,,cô nàng trong trắng,2,Phim Hàn Quốc,thiên nga bóng đêm,2,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
97744273,,yêu nhầm chị dâu,7,Phim Thái Lan,yeu tr,11,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
97784921,,penthouse 2,11,Phim Hàn Quốc,penthouse 3,10,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
97800544,,mở cẩu,2,Khác,mở công chúa,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97933484,,không một ai biết,2,Khác,mbitious,4,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97937370,,thu k,5,Khác,kim s,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
97990298,,tuoi tre,2,Khác,thực thần 2,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98011880,,siêu nhân,25,Phim hoạt hình,siêu nhân,5,Phim hoạt hình,No,Unchanged,Unchanged,,,,,,,,,
98108041,,người thầy y đức,2,Phim Hàn Quốc,prime provider,5,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
98109448,,nhanh và nguy hiểm 9,3,Phim chiếu rạp / Hành động,ve bin,2,Khác,Yes,Changed,Phim chiếu rạp / Hành động -> Khác,,,,,,,,,
98124632,,xuân này con vắng nhà,6,Khác,xuân này con vắng nhà,2,Khác,No,Unchanged,Unchanged,,,,,,,,,
98158660,,shoo,4,Khác,khi người đàn ông yêu,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98192150,,fairy tail,2,Anime,hữu phỉ,2,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
98264126,,cuộc chiến thượng lưu,6,Phim Hàn Quốc,taxi driver,8,Phim Hàn Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
98425746,,định mệnh trái ngang,2,Khác,bây giờ chúng ta đang chia tay,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98437773,,thâm kế độc tình,6,Phim Thái Lan,mac xich han thu,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
98487067,,jujutsu kaisen,2,Anime,junji ito collection,4,Khác,Yes,Changed,Anime -> Khác,,,,,,,,,
98526712,,kingsm,5,Khác,dunkirk,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98623548,,dumblerdore,2,Khác,hạnh phúc đến vạn gia,2,Phim Trung Quốc,Yes,Changed,Khác -> Phim Trung Quốc,,,,,,,,,
98624334,,nhất dạ tân nương 2,2,Phim Trung Quốc,penthouse 3,2,Phim Hàn Quốc,Yes,Changed,Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
98703383,,sao bang,2,Khác,hoa du kí,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
98744264,,vua sư tử,2,Khác,liên minh công lý phiên bản của zack snyder,4,phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,Yes,Changed,Khác -> phiên bản của zack snyder : Phim chiếu rạp / Siêu anh hùng,,,,,,,,,
98784323,,hà nội viêng chăn,2,Khác,bolero,3,Âm nhạc,Yes,Changed,Khác -> Âm nhạc,,,,,,,,,
98989637,,thanh tuyền,2,Khác,duy khánh,3,Người nổi tiếng,Yes,Changed,Khác -> Người nổi tiếng,,,,,,,,,
99309930,,hội pháp sư,3,Anime,hội pháp sư 2,4,Anime,Yes,Unchanged,Unchanged,,,,,,,,,
99330085,,song d,2,Khác,yeu tinh,9,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
99330955,,pháp y tần minh,3,người đọc tâm : Phim Trung Quốc,bác sĩ ma,2,Phim Hàn Quốc,Yes,Changed,người đọc tâm : Phim Trung Quốc -> Phim Hàn Quốc,,,,,,,,,
99335327,,nang dau hien dai trung quoc,2,Khác,street w,7,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
99352210,,shoo,4,Khác,học viện cảnh sát,4,Phim Hàn Quốc,Yes,Changed,Khác -> Phim Hàn Quốc,,,,,,,,,
99429893,,kimetsu no yaiba,3,Anime,cuộc chiến thượng lưu,4,Phim Hàn Quốc,Yes,Changed,Anime -> Phim Hàn Quốc,,,,,,,,,
99509234,,bắt ma phá án,2,Phim Hàn Quốc,trở lạituooi 18,2,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
99623691,,miền tây,9,Khác,miền tây,8,Khác,No,Unchanged,Unchanged,,,,,,,,,
99657483,,mắt xích hận thù,2,Phim Thái Lan,miracle của kang min ah,2,Khác,Yes,Changed,Phim Thái Lan -> Khác,,,,,,,,,
99868522,,quý ông hoàn hảo và cô nàng tạm được,2,Phim Trung Quốc,yêu từng centimet,3,Phim Trung Quốc,Yes,Unchanged,Unchanged,,,,,,,,,
99886033,,nắm giữ sinh mệnh,9,Phim ảnh,pháp y tần minh người đọc tâm,6,người đọc tâm : Phim Trung Quốc,Yes,Changed,Phim ảnh -> người đọc tâm : Phim Trung Quốc,,,,,,,,,
99891590,,cô nàng trong trắng oh woo ri,5,Phim Hàn Quốc,chuyện kinh dị lúc nửa đêm,3,Khác,Yes,Changed,Phim Hàn Quốc -> Khác,,,,,,,,,
0095534,,rể nhà nông,2,Khác,về nhà đi con,2,Khác,Yes,Unchanged,Unchanged,,,,,,,,,
0100707,,top1 paine,13,Khác,naruto,8,Anime,Yes,Changed,Khác -> Anime,,,,,,,,,
